text,len_content,middle category,dept
러셀 학원 ( 수성 경찰서 앞 정류장 ) 앞 주차 얼마 전 오픈한 러셀 대구 학원 ( 수성 경찰서 앞 정류장 ) 밤 10시 전후 정류장 근방으로 인도에도 학부모 차량이 가득합니다 인도를 걸어갈 때도 대기 중인 차들 사이를 조심조심 지나가야 하고 정류장 앞 차선 2개를 다 막고 있습니다 10시 5분부터는 버스 타려면 도로로 나가서 타야 했던 적이 많아 너무 위험합니다ㅜㅜ 어제는 차량들이 두 차선을 다 차지하고 있어서 버스 한 대가 서지 못하고 지나가버렸네요 .. 정류장 사람들 모두 당혹스러웠네요 버스 정류장에 버스가 정차하기 힘들 정도면 어떡하나요 .. 저희 회사 동료들뿐 아니라 주변에서도 고충이 많습니다 방안을 마련해 주시면 감사하겠습니다,310,도시국,도시국 교통과
"프린터 설치 권유 황금 1동 행정복지센터 이웃에 거주하는 주민입니다 때때로 컴퓨터에서 문서를 작성하여 인쇄를 하기 위해 행정복지센터를 방문하여 편리하게 문서를 인쇄하였습니다 무척 고맙게 생각하고, 또한 잘 이용하였습니다 오늘 ( 1/26 ) 도 모임에 필요한 안내장 2장을 인쇄하려고 갔습니다 막상, 한참을 컴퓨터를 잡고 더듬거려서 안내장을 인쇄를 하려고 프린터 작업을 시도하고 보니, 전에 설치되어 있던 장소에 프린터가 없었습니다 프린터가 있던 벽면에는 잉크값이 많이 드니 5장 이내로 인쇄를 하라는 안내장이 붙어 있었습니다 충분히 이해합니다 공용이니 만큼 서로가 지켜야 할 것은 지켜야 하겠지요 그런데 아예 프린터를 없애버린 건 너무 한 것 같아서 허망한 마음으로 나왔습니다 두 달에 한 번쯤 1~2장 정도 인쇄하러 가는데, 이런 대접을 받는다고 생각하니, 무척 화가 납니다 다른 곳에 가서 인쇄를 하긴 했습니다 관리 방안이라든가 한 번쯤 생각해 봐 주시기 바랍니다",474,동사무소,황금1동
"도로 중앙선 분리대 설치하여 불법 유턴을 막아주세요 안녕하세요 알파시티에서 근무 중인 직장인입니다 건의 및 민원이 있어서 이렇게 글을 씁니다 도로에 유턴 방지 콘 추가 설치 요청합니다 가끔씩 불법 유턴과 좌회전으로 아찔했던 순간을 많이 봤었습니다 특히나, 여기는 주택지가 아니고 주위에 공사장도 많아 큰 차의 왕래도 많고 많은 차들이 속도를 엄청 높여서 다닙니다 그런데, 중앙선에 콘이 부족하다 보니 위험한 순간들을 많이 마주합니다 첨부파일을 잘 확인하시어 중앙선 콘 추가 설치를 해주시길 바랍니다 꼭 필요한 민원이라 생각합니다 ※ 첨부파일 : 슬라이드 2.JPG 슬라이드 1.JPG 슬라이드 3.JPG",314,도시국,도시국 교통과
불법 주정차 차량 단속 및 안전 봉 설치 ( 정화 우방 팰리스 정문에서~삼육초등학교 ) 정화 우방 팔레스 정문 앞부터~삼육초등학교 가는 도로의 불법 주 정차 때문에 아이들이 위험합니다 지도에 노란색 형광펜으로 칠한 부분 도로에 양옆으로 불법 주차된 차량으로 인해 좁은 도로 위로 아이들이 다닙니다 안전봉이나 보도 설치 가 시급합니다 현장 확인을 거쳐서 조속한 조치를 취해 주시길 바랍니다 ※ 첨부파일 : 민원 1.PNG,185,도시국,도시국 교통과
,816,도시국,도시국 건축과
도로포장 보수 바랍니다 구정업무에 수고가 많으심을 감사히 생각합니다 지산동 912번지 또는 철수로 198 경동빌딍 뒤편 이면 도로포장된 노면이 파여져 문의드립니다 빗물이 고여 우수가 비산하기도 하고 아스콘의 접착 불량으로 아스콘이 계속 분리되며 홈이 점점 커지고 있습니다 이 현상으로 자동차가 홈을 회피하기 위해 곡선으로 다니거나 급 정거를 하기도 합니다 이러한 불편을 여섯 차례 전화로 민원을 드렸지만 조치가 없었다고 합니다 현장 사진을 보내드리오니 검토하시어 현장 방문을 하시거나 하셔서 조치해 주시길 앙망합니다 ※ 첨부파일 : 20230113_095241.jpg,312,도시국,도시국 건설과
"파동 1차 시장이 어디인가요 시장이 없는데 지명으로 자주 거론되어 물어봅니다 파동에 이사 온 지 5년이 되었는데 파동 1차 시장이 어디 있는지, 시장이 없는데 왜 이 지명을 쓰고 있는지 궁금하네요 현재 버스정류장 이름으로 ‘ 파동 1차 시장 ’ 이 있고요 가끔 수성 남부선이 거론될 때도 파동 1차 시장으로 명칭을 사용하네요 이 지역은 아파트 개발이 엄청나게 이루어지고 있고 시장은 제가 이사 오던 5년 전에도 없었습니다 지역적 유래가 있는 지명이라면 세월이 지나도 유지되는 건 좋다고 생각하지만 시장이 없는 ‘ 파동 1차 시장 ’이라는 지명, 정류장 이름은 바뀌어야 한다고 생각합니다",265,도시국,도시국 교통과
복개천에 거품이 많아요 유속이 빨라서 생긴 거품인지 인근 하수가 유입된 건지 모르겠지만 평소보다 거품이 많아 보였어요 동물들 수가 많이 줄었고요 ※ 첨부파일 : 20230110_124246.jpg,96,도시국,도시국 건설과
"범어 우방 2차 현대산업개발 재건축 공사현장 지난주부터 계속되는 터파기 공사로 인하여 도저히 옆에 개인 단독주택에 사는 사람으로서 참을 수가 없어서 글을 올립니다 왜 제가 이런 고통을 받고 살아야 하나요 극도의 소음과 진동으로 인하여 사람이 살 수가 없는데 어떻게 수성구청은 이렇게 무심하게 방치할 수 있을까요 현대산업개발과 한패입니까 주민의 이 고통을 처음부터 지금까지 나 몰라라 하는 당신들, 그리고 현대산업개발 공사 관계자들 모두들 정말 너무하십니다~~집에 화장실 천장 구조물이 벌써 떨어지고 그 이후 계속된 진동, 소음에도 나 몰라라 하는 당신들 누구든 붕괴되어 죽어 나가든지 해야 반응하고 조사하겠죠 도저히 사람이 살 수가 없는 환경입니다 제발 조치를 취해해 주십시오",368,복지국,복지국 녹색환경과
,572,도시국,도시국 건축과
,1049,도시국,도시국 교통과
지산 1단지 재건축으로 인한 일조권 조사에 대한 의견 앞선 민원의 답변에 대해 이견이 있습니다 1. 일조권 문제는 탁상행정 마시고 답변 주신 분께서 현장에 직접 나와 보시기를 요청드리는 바입니다 2. 담장에 금이 간 것도 마찬가지입니다 민원을 접수한 뒤에 아무도 현장에 나오지 않았는데 무슨 조사를 했다는 건지 모르겠습니다 3. 환풍기같이 생긴 건 무슨 시설인지 답변 바랍니다 4. 이웃 아파트에는 공사 소음 피해 보상금을 받았는데 주택 쪽에는 아무런 보상에 이루어지지 않은 점도 답변 바랍니다,239,도시국,도시국 건축과
만촌역 힐스테이트 공사현장 기준 이상 소음 동이고 중 민원 여부 동이고 중 민원 여부 : 선행 민원번호 : 202206011032368432 선행 민원 상세조회,56,복지국,복지국 녹색환경과
재건축으로 햇빛이 안 들어 와요 지산 1단지 재건축으로 인한 주민 민원입니다 1. 집안에 햇빛이 안 들어 와서 늘 밖에 비가 오는 것 같다 ( 빨래도 안 마르고 말랭이를 널어 놓으면 곰팡이가 핀다 ) 2. 진동으로 인해 담장에 금이 났다 3지하주차장 환풍기 방향이 주택 쪽이라서 피해가 있을 것 같다 4. 옆에 있는 아파트에는 공사 소음 보상금을 주고 주택에는 소식도 없다 건축민원은 비공개라서 신뢰가 안 가서 이쪽에 다시 공개로 접수합니다,224,도시국,도시국 건축과
대청초등학교 공사 현장 소음 민원 신청 동이고 중 민원 여부 동이고 중 민원 여부 : 선행 민원번호 : 202211301605340004 선행 민원 상세조회,56,복지국,복지국 녹색환경과
만촌역 태왕 디아너스 크레인 조명 문제 만촌역 태왕아너스 공사현장의 타워크레인 중 월드메르디앙 방향의 타워크레인이 작업 종료 후 항공 조명등을 저희 아파트 방향으로 향하게 함으로 매일 밤마다 소위 눈뽕현상을 발생시킵니다 특히 밝은 조명을 저희 방향으로 직지는 향 함으로 일출 때까지 번쩍거림으로 수면 등의 생활에 많은 지장을 발생합니다 작업 종료 후 방향을 주민이 없는 산 쪽으로 방향을 향하게 하든지 옆의 다른 타워크레인처럼 즉 사향이 아닌 일반적인 붉은색의 항공 조명등으로 교체를 요구합니다 빠른 조치와 답변 부탁드립니다 ※ 첨부파일 : 만촌역 디아너스 타워크레인 조명. mp4,296,복지국,복지국 녹색환경과
테니스장 설치 요청드립니다 파동 체육공원에 테니스장 설치를 요청드립니다 현재 파동에는 테니스장이 없습니다 수성구 파 등 지역민들의 건강증진을 위한 테니스장 설치를 요청드립니다 파동 체육공원 주차장 옆에는 공터와 농구 골대가 설치되어 있으며 이 시설을 이용하는 사람은 거의 없습니다 여기에다 테니스 하드 코드 장 설치를 건의드립니다 이용자가 없는 운동장에 바닥공사와 철책 공사만 하면 적은 경비에 지역민들이 이용할 수 있고 우천 시에도 고가다리로 인해 이용할 수 있는 전천후 운동시설이 생길 것 같습니다 현재 테니스 치러 경산체육공원까지 가고 있습니다 부디 파동에도 테니스장이 설치되어 지역민들의 건강증진에 도움이 되도록 지원 요청드립니다 감사합니다,345,도시국,도시국 공원녹지과
사람이 다니는 길 아닌가요 수성구 세진로 수성 종합 장식 앞 인도에 이렇게 해놔도 되는 건가요 여기 사람 다니는 인도 아닌가요 수성 종합 장식이라는 곳에서 이렇게 야채를 파는 곳인가요 .. 그리고 인도에까지 파는 물건이 나오는 건 맞는 건가요 나무 밑에도 저렇게 짐을 쌓아둬도 되는 건가요 인도는 비워놔야 하는 게 아닌가요 ※ 첨부파일 : KakaoTalk_20221208_161230554_01.jpg KakaoTalk_20221208_161230554_02.jpg KakaoTalk_20221208_161230554.jpg,279,도시국,도시국 도시디자인과
,726,도시국,도시국 교통과
"수성구민운동장에 관련하여 질문이 있습니다 저는 초등학교부터 지금까지 쭉 이곳에서만 자란 사람입니다 어릴 때부터 가지고 있던 의문점이 있는데요, 궁금해서 질문 남깁니다 도대체 수성구민운동장은 왜 있는 건가요 축구장을 만들어놓고 아무도 쓰지 못하게 해놓으면 관리하는 비용은 비용대로 나가면서 이용하는 사람도 몇 안 되는데 말이죠 수성구민운동장이 나름 구민운동장이라는 이름을 달고 있으면 시민들은 자유롭게 이용할 수 있어야 하는 것 아닌가요 천연잔디 축구장이 있는데 도대체 왜 쓰지 못하는 것인지 ... 심지어는 구기종목은 아예 금지라고 현수막까지 달려있더군요 궁금합니다 이럴 거면 구민운동장이라는 이름을 붙이지 말던지요",323,문화교육국,문화교육국 체육진흥과
,511,도시국,도시국 도시디자인과
중동 GS 주유소 앞 주유 대기 차량으로 인한 도로 정체 중동 GS 주유소 ( 희망으로 101-1 ) 앞 주유 대기 차량이 2차로에서 대기하고 있어서 2차선 도로가 매번 혼잡합니다 주정차 단속이나 대기 차로 글 만들거나 해야 할 것 같습니다 ※ 첨부파일 : KakaoTalk_20221202_115550488_01.jpg KakaoTalk_20221202_115550488.jpg KakaoTalk_20221202_115550488_02.jpg,210,도시국,도시국 교통과
,683,문화교육국,문화교육국 체육진흥과
낙엽 수거 사거리 3군데는 청소하시면서 이곳은 한 번도 청소를 안 해 주시는지요 ※ 첨부파일 : 20221130_124229.mp4,65,동사무소,두산동
집 앞 모퉁이 주차로 인한 교통 불편과 사고 발생 집 앞 모퉁이 주차로 인하여 잦은 차량 사고가 일어날 뿐 아니라 교통순환이 불가해져서 체증이 심해질 때도 있었습니다 해결되지 않아서 임시방편으로 화분을 놔뒀는데 누가 신고했더라고요 그럼 구청에서 이 부분을 해결해 주셔야 할 것 같습니다 볼라드를 박는다던가 하는 방식으로 말이죠 모퉁이 주차로 인해 사고 유발이 생기고 있는데도 대처 안 해주실 거라는 생각은 안 합니다 해결 방안 부탁드립니다,200,도시국,도시국 교통과
